Date,Time,SystemSetting,SystemMode,CalendarEvent,ProgramMode,CoolSetTemp,HeatSetTemp,CurrentTemp,CurrentHumidity,OutdoorTemp,WindSpeed,CoolStage1,HeatStage1,Fan,DMOffset,ThermostatTemperature,ThermostatHumidity,ThermostatMotion,Haiti,Haiti2
2016-03-21,11:40:00,heat,heatOff,,Home,78,73,73,29,61.1,12,0,0,0,,73,29,0,68.3,0,
2016-03-21,11:45:00,heat,heatOff,,Home,78,73,73.1,29,61.1,12,0,0,0,,73.1,29,0,68.2,0,
2016-03-21,11:50:00,heat,heatOff,,Home,78,73,73.1,29,61.1,12,0,0,0,,73.1,29,0,68.1,0,
2016-03-21,11:55:00,heat,heatOff,,Home,78,73,73.1,29,61.1,12,0,0,0,,73.1,29,0,68,0,
2016-03-21,12:00:00,heat,heatOff,,Home,78,73,73.1,29,62.9,12,0,0,0,,73.1,29,0,67.9,0,
2016-03-21,12:05:00,heat,heatOff,,Home,78,73,73.1,29,62.9,12,0,0,0,,73.1,29,0,67.9,0,
2016-03-21,12:10:00,heat,heatOff,,Home,78,73,73.1,29,62.9,12,0,0,0,,73.1,29,1,67.9,0,
2016-03-21,12:15:00,heat,heatOff,,Home,78,73,73.2,29,62.9,12,0,0,0,,73.2,29,0,67.9,0,
2016-03-21,12:20:00,heat,heatOff,,Home,78,73,73.2,29,62.9,12,0,0,0,,73.2,29,0,67.9,0,
2016-03-21,12:25:00,heat,heatOff,,Home,78,73,73.2,29,62.9,12,0,0,0,,73.2,29,0,67.9,0,
2016-03-21,12:30:00,heat,heatOff,,Home,78,73,73.2,29,64.2,5,0,0,0,,73.2,29,0,67.8,0,
2016-03-21,12:35:00,heat,heatOff,,Home,78,73,73.2,29,64.2,5,0,0,0,,73.2,29,0,67.7,0,
2016-03-21,12:40:00,heat,heatOff,,Home,78,73,73.2,30,64.2,5,0,0,0,,73.2,30,0,67.7,0,
2016-03-21,12:45:00,heat,heatOff,,Home,78,73,73.2,30,64.2,5,0,0,0,,73.2,30,0,67.7,0,
2016-03-21,12:50:00,heat,heatOff,,Home,78,73,73.2,29,64.2,5,0,0,0,,73.2,29,0,67.7,0,
2016-03-21,12:55:00,heat,heatOff,,Home,78,73,73.2,29,64.2,5,0,0,15,,73.2,29,0,67.6,0,
2016-03-21,13:00:00,heat,heatOff,,Home,78,73,73.1,29,64.8,5,0,0,285,,73.1,29,0,67.6,0,
2016-03-21,13:05:00,heat,heatOff,,Home,78,73,73.1,29,64.8,5,0,0,0,,73.1,29,0,67.6,0,
2016-03-21,13:10:00,heat,heatOff,,Home,78,73,73.2,29,64.8,5,0,0,0,,73.2,29,0,67.6,0,
2016-03-21,13:15:00,heat,heatOff,,Home,78,73,73.2,29,64.8,5,0,0,0,,73.2,29,0,67.6,0,
2016-03-21,13:20:00,heat,heatOff,,Home,78,73,73.2,29,64.8,5,0,0,0,,73.2,29,0,67.6,0,
2016-03-21,13:25:00,heat,heatOff,,Home,78,73,73.2,29,64.8,5,0,0,0,,73.2,29,0,67.6,0,
2016-03-21,13:30:00,heat,heatOff,,Home,78,73,73.2,29,64.9,0,0,0,0,,73.2,29,0,67.6,0,
2016-03-21,13:35:00,heat,heatOff,,Home,78,73,73.3,29,64.9,0,0,0,0,,73.3,29,0,67.6,0,
2016-03-21,13:40:00,heat,heatOff,,Home,78,73,73.3,29,64.9,0,0,0,0,,73.3,29,0,67.6,0,
2016-03-21,13:45:00,heat,heatOff,,Home,78,73,73.3,29,64.9,0,0,0,0,,73.3,29,0,67.6,0,
2016-03-21,13:50:00,heat,heatOff,,Home,78,73,73.3,29,64.9,0,0,0,0,,73.3,29,0,67.4,0,
2016-03-21,13:55:00,heat,heatOff,,Home,78,73,73.3,29,64.9,0,0,0,15,,73.3,29,0,67.4,0,
2016-03-21,14:00:00,heat,heatOff,,Home,78,73,73.3,29,65.4,0,0,0,285,,73.3,29,0,67.4,0,
2016-03-21,14:05:00,heat,heatOff,,Home,78,73,73.3,29,65.4,0,0,0,0,,73.3,29,1,67.4,0,
2016-03-21,14:10:00,heat,heatOff,,Home,78,73,73.4,30,65.4,0,0,0,0,,73.4,30,0,67.4,0,
2016-03-21,14:15:00,heat,heatOff,,Home,78,73,73.5,30,65.4,0,0,0,0,,73.5,30,1,67.5,0,
2016-03-21,14:20:00,heat,heatOff,,Home,78,73,73.6,30,65.4,0,0,0,0,,73.6,30,0,67.4,0,
2016-03-21,14:25:00,heat,heatOff,,Home,78,73,73.6,29,65.4,0,0,0,0,,73.6,29,0,67.4,0,
2016-03-21,14:30:00,heat,heatOff,,Home,78,73,73.7,29,66.9,5,0,0,0,,73.7,29,0,67.4,0,
2016-03-21,14:35:00,heat,heatOff,,Home,78,73,73.7,29,66.9,5,0,0,0,,73.7,29,0,67.4,0,
2016-03-21,14:40:00,heat,heatOff,,Home,78,73,73.7,29,66.9,5,0,0,0,,73.7,29,0,67.4,0,
2016-03-21,14:45:00,heat,heatOff,,Home,78,73,73.8,30,66.9,5,0,0,0,,73.8,30,0,67.4,0,
2016-03-21,14:50:00,heat,heatOff,,Home,78,73,73.8,30,66.9,5,0,0,0,,73.8,30,1,67.4,0,
2016-03-21,14:55:00,heat,heatOff,,Home,78,73,73.8,29,66.9,5,0,0,15,,73.8,29,1,67.4,0,
2016-03-21,15:00:00,heat,heatOff,,Home,78,73,73.9,29,68,6,0,0,285,,73.9,29,0,67.4,0,
2016-03-21,15:05:00,heat,heatOff,,Home,78,73,73.9,29,68,6,0,0,0,,73.9,29,1,67.4,0,
2016-03-21,15:10:00,heat,heatOff,,Home,78,73,74,29,68,6,0,0,0,,74,29,0,67.4,0,
2016-03-21,15:15:00,heat,heatOff,,Home,78,73,74,31,68,6,0,0,0,,74,31,0,67.4,0,
2016-03-21,15:20:00,heat,heatOff,,Home,78,73,74,31,68,6,0,0,0,,74,31,0,67.4,0,
2016-03-21,15:25:00,heat,heatOff,,Home,78,73,74,31,68,6,0,0,0,,74,31,0,67.4,0,
2016-03-21,15:30:00,heat,heatOff,,Home,78,73,74,31,67.5,0,0,0,0,,74,31,0,67.4,0,
2016-03-21,15:35:00,heat,heatOff,,Home,78,73,74,30,67.5,0,0,0,0,,74,30,0,67.4,0,
2016-03-21,15:40:00,heat,heatOff,,Home,78,73,74.1,30,67.5,0,0,0,0,,74.1,30,0,67.4,0,
2016-03-21,15:45:00,heat,heatOff,,Home,78,73,74.1,30,67.5,0,0,0,0,,74.1,30,0,67.4,0,
2016-03-21,15:50:00,heat,heatOff,,Home,78,73,74.1,30,67.5,0,0,0,0,,74.1,30,0,67.4,0,
2016-03-21,15:55:00,heat,heatOff,,Home,78,73,74.2,30,67.5,0,0,0,15,,74.2,30,0,67.4,0,
2016-03-21,16:00:00,heat,heatOff,,Home,78,73,74.2,30,67,0,0,0,285,,74.2,30,0,67.4,0,
2016-03-21,16:05:00,heat,heatOff,,Home,78,73,74.2,30,67,0,0,0,0,,74.2,30,0,67.4,0,
2016-03-21,16:10:00,heat,heatOff,,Home,78,73,74.2,30,67,0,0,0,0,,74.2,30,0,67.4,0,
2016-03-21,16:15:00,heat,heatOff,,Home,78,73,74.3,30,67,0,0,0,0,,74.3,30,0,67.4,0,
2016-03-21,16:20:00,heat,heatOff,,Home,78,73,74.4,30,67,0,0,0,0,,74.4,30,0,67.4,0,
2016-03-21,16:25:00,heat,heatOff,,Home,78,73,74.5,29,67,0,0,0,0,,74.5,29,0,67.4,0,
2016-03-21,16:30:00,heat,heatOff,,Home,78,73,74.6,29,67.5,4,0,0,0,,74.6,29,0,67.4,0,
2016-03-21,16:35:00,heat,heatOff,,Home,78,73,74.7,30,67.5,4,0,0,0,,74.7,30,0,67.4,0,
2016-03-21,16:40:00,heat,heatOff,,Home,78,73,74.7,31,67.5,4,0,0,0,,74.7,31,0,67.4,0,
2016-03-21,16:45:00,heat,heatOff,,Home,78,73,74.8,30,67.5,4,0,0,0,,74.8,30,0,67.4,0,
2016-03-21,16:50:00,heat,heatOff,,Home,78,73,74.8,30,67.5,4,0,0,0,,74.8,30,0,67.4,0,
2016-03-21,16:55:00,heat,heatOff,,Home,78,73,74.8,30,67.5,4,0,0,15,,74.8,30,1,67.4,0,
2016-03-21,17:00:00,heat,heatOff,,Home,78,73,74.9,30,67.5,4,0,0,285,,74.9,30,0,67.4,0,
2016-03-21,17:05:00,heat,heatOff,,Home,78,73,74.9,30,67.5,4,0,0,0,,74.9,30,0,67.5,0,
2016-03-21,17:10:00,heat,heatOff,,Home,78,73,75,30,67.5,4,0,0,0,,75,30,1,67.6,0,
2016-03-21,17:15:00,heat,heatOff,,Home,78,73,75.1,31,67.5,4,0,0,0,,75.1,31,0,67.6,0,
2016-03-21,17:20:00,heat,heatOff,,Home,78,73,75.1,31,67.5,4,0,0,0,,75.1,31,0,67.6,0,
2016-03-21,17:25:00,heat,heatOff,,Home,78,73,75.2,31,67.5,4,0,0,0,,75.2,31,0,67.6,0,
2016-03-21,17:30:00,heat,heatOff,,Home,78,73,75.2,30,67.5,4,0,0,0,,75.2,30,0,67.6,0,
2016-03-21,17:35:00,heat,heatOff,,Home,78,73,75.3,30,67.5,4,0,0,0,,75.3,30,0,67.6,0,
2016-03-21,17:40:00,heat,heatOff,,Home,78,73,75.4,30,67.5,4,0,0,0,,75.4,30,0,67.6,0,
2016-03-21,17:45:00,heat,heatOff,,Home,78,73,75.5,30,67.5,4,0,0,0,,75.5,30,0,67.6,0,
2016-03-21,17:50:00,heat,heatOff,,Home,78,73,75.6,31,67.5,4,0,0,0,,75.6,31,1,67.6,0,
2016-03-21,17:55:00,heat,heatOff,,Home,78,73,75.7,31,67.5,4,0,0,15,,75.7,31,0,67.6,0,
2016-03-21,18:00:00,heat,heatOff,,Home,78,73,75.6,31,66.7,3,0,0,285,,75.6,31,1,67.6,0,
2016-03-21,18:05:00,heat,heatOff,,Home,78,73,75.5,31,66.7,3,0,0,0,,75.5,31,1,67.6,0,
2016-03-21,18:10:00,heat,heatOff,,Home,78,73,75.6,31,66.7,3,0,0,0,,75.6,31,1,67.7,0,
2016-03-21,18:15:00,heat,heatOff,,Home,78,73,75.6,31,66.7,3,0,0,0,,75.6,31,1,67.7,0,
2016-03-21,18:20:00,heat,heatOff,,Home,78,73,75.6,32,66.7,3,0,0,0,,75.6,32,1,67.7,0,
2016-03-21,18:25:00,heat,heatOff,,Home,78,73,75.8,33,66.7,3,0,0,0,,75.8,33,1,67.7,0,
2016-03-21,18:30:00,heat,heatOff,,Home,78,73,75.9,32,67.7,7,0,0,0,,75.9,32,1,67.7,0,
2016-03-21,18:35:00,heat,heatOff,,Home,78,73,76,32,67.7,7,0,0,0,,76,32,1,67.7,0,
2016-03-21,18:40:00,heat,heatOff,,Home,78,73,76.1,32,67.7,7,0,0,0,,76.1,32,0,67.7,0,
2016-03-21,18:45:00,heat,heatOff,,Home,78,73,76.2,31,67.7,7,0,0,0,,76.2,31,0,67.7,0,
2016-03-21,18:50:00,heat,heatOff,,Home,78,73,76.2,31,67.7,7,0,0,0,,76.2,31,0,67.7,0,
2016-03-21,18:55:00,heat,heatOff,,Home,78,73,76.1,31,67.7,7,0,0,15,,76.1,31,1,67.7,0,
2016-03-21,19:00:00,heat,heatOff,,Home,78,73,76.1,31,65.5,7,0,0,285,,76.1,31,0,67.6,0,
2016-03-21,19:05:00,heat,heatOff,,Home,78,73,76,31,65.5,7,0,0,0,,76,31,0,67.7,0,
2016-03-21,19:10:00,heat,heatOff,,Home,78,73,76,31,65.5,7,0,0,0,,76,31,1,67.7,0,
2016-03-21,19:15:00,heat,heatOff,,Home,78,73,76.1,31,65.5,7,0,0,0,,76.1,31,0,67.7,1,
2016-03-21,19:20:00,heat,heatOff,,Home,78,73,76,31,65.5,7,0,0,0,,76,31,0,67.7,1,
2016-03-21,19:25:00,heat,heatOff,,Home,78,73,75.9,31,65.5,7,0,0,0,,75.9,31,0,67.7,0,
2016-03-21,19:30:00,heat,heatOff,,Home,78,73,75.9,31,62.2,6,0,0,0,,75.9,31,0,67.7,0,
2016-03-21,19:35:00,heat,heatOff,,Home,78,73,75.9,31,62.2,6,0,0,0,,75.9,31,0,67.7,0,
2016-03-21,19:40:00,heat,heatOff,,Home,78,73,75.8,31,62.2,6,0,0,0,,75.8,31,0,67.7,0,
2016-03-21,19:45:00,heat,heatOff,,Home,78,73,75.8,31,62.2,6,0,0,0,,75.8,31,0,67.7,0,
2016-03-21,19:50:00,heat,heatOff,,Home,78,73,75.7,31,62.2,6,0,0,0,,75.7,31,1,67.7,0,
2016-03-21,19:55:00,heat,heatOff,,Home,78,73,75.8,31,62.2,6,0,0,15,,75.8,31,1,67.6,0,
2016-03-21,20:00:00,heat,heatOff,,Home,78,73,75.8,31,61.3,6,0,0,285,,75.8,31,1,67.6,0,
2016-03-21,20:05:00,heat,heatOff,,Home,78,73,75.7,31,61.3,6,0,0,0,,75.7,31,1,67.6,0,
2016-03-21,20:10:00,heat,heatOff,,Home,78,73,75.8,31,61.3,6,0,0,0,,75.8,31,1,67.7,0,
2016-03-21,20:15:00,heat,heatOff,,Home,78,73,75.8,32,61.3,6,0,0,0,,75.8,32,1,67.7,1,
2016-03-21,20:20:00,heat,heatOff,,Home,78,73,75.8,32,61.3,6,0,0,0,,75.8,32,1,67.7,1,
2016-03-21,20:25:00,heat,heatOff,,Home,78,73,75.6,32,61.3,6,0,0,0,,75.6,32,1,67.6,0,
2016-03-21,20:30:00,heat,heatOff,,Home,78,73,75.6,31,55.9,5,0,0,0,,75.6,31,1,67.6,1,
2016-03-21,20:35:00,heat,heatOff,,Home,78,73,75.6,32,55.9,5,0,0,0,,75.6,32,1,67.6,1,
2016-03-21,20:40:00,heat,heatOff,,Home,78,73,75.6,32,55.9,5,0,0,0,,75.6,32,1,67.6,1,
2016-03-21,20:45:00,heat,heatOff,,Home,78,73,75.5,32,55.9,5,0,0,0,,75.5,32,1,67.7,1,
2016-03-21,20:50:00,heat,heatOff,,Home,78,73,75.5,32,55.9,5,0,0,0,,75.5,32,1,67.6,1,
2016-03-21,20:55:00,heat,heatOff,,Home,78,73,75.5,31,55.9,5,0,0,15,,75.5,31,1,67.6,1,
2016-03-21,21:00:00,heat,heatOff,,Home,78,73,75.5,31,53.7,5,0,0,285,,75.5,31,0,67.6,1,
2016-03-21,21:05:00,heat,heatOff,,Home,78,73,75.4,31,53.7,5,0,0,0,,75.4,31,0,67.7,1,
2016-03-21,21:10:00,heat,heatOff,,Home,78,73,75.4,31,53.7,5,0,0,0,,75.4,31,0,67.9,0,
2016-03-21,21:15:00,heat,heatOff,,Home,78,73,75.3,32,53.7,5,0,0,0,,75.3,32,0,67.9,0,
2016-03-21,21:20:00,heat,heatOff,,Home,78,73,75.2,32,53.7,5,0,0,0,,75.2,32,1,67.8,0,
2016-03-21,21:25:00,heat,heatOff,,Home,78,73,75.2,32,53.7,5,0,0,0,,75.2,32,0,67.7,0,
2016-03-21,21:30:00,heat,heatOff,,Home,78,73,75.1,32,53.4,3,0,0,0,,75.1,32,0,67.6,0,
2016-03-21,21:35:00,heat,heatOff,,Home,78,73,75.1,32,53.4,3,0,0,0,,75.1,32,0,67.6,0,
2016-03-21,21:40:00,heat,heatOff,,Home,78,73,75,32,53.4,3,0,0,0,,75,32,0,67.6,0,
2016-03-21,21:45:00,heat,heatOff,,Home,78,73,75,32,53.4,3,0,0,0,,75,32,0,67.6,0,
2016-03-21,21:50:00,heat,heatOff,,Home,78,73,74.9,32,53.4,3,0,0,0,,74.9,32,1,67.6,0,
2016-03-21,21:55:00,heat,heatOff,,Home,78,73,74.9,32,53.4,3,0,0,15,,74.9,32,0,67.6,0,
2016-03-21,22:00:00,heat,heatOff,,Home,78,73,74.8,32,52.9,3,0,0,285,,74.8,32,1,67.6,0,
2016-03-21,22:05:00,heat,heatOff,,Home,78,73,74.8,31,52.9,3,0,0,0,,74.8,31,0,67.6,0,
2016-03-21,22:10:00,heat,heatOff,,Home,78,73,74.8,30,52.9,3,0,0,0,,74.8,30,0,67.6,0,
2016-03-21,22:15:00,heat,heatOff,,Home,78,73,74.7,30,52.9,3,0,0,0,,74.7,30,0,67.6,0,
2016-03-21,22:20:00,heat,heatOff,,Home,78,73,74.7,30,52.9,3,0,0,0,,74.7,30,0,67.6,0,
2016-03-21,22:25:00,heat,heatOff,,Home,78,73,74.6,30,52.9,3,0,0,0,,74.6,30,0,67.6,0,
2016-03-21,22:30:00,heat,heatOff,,Home,78,73,74.5,30,50.9,5,0,0,0,,74.5,30,0,67.6,0,
2016-03-21,22:35:00,heat,heatOff,,Home,78,73,74.4,30,50.9,5,0,0,0,,74.4,30,0,67.6,0,
2016-03-21,22:40:00,heat,heatOff,,Home,78,73,74.4,30,50.9,5,0,0,0,,74.4,30,0,67.6,0,
2016-03-21,22:45:00,heat,heatOff,,Home,78,73,74.3,30,50.9,5,0,0,0,,74.3,30,1,67.4,0,
2016-03-21,22:50:00,heat,heatOff,,Home,78,73,74.3,30,50.9,5,0,0,0,,74.3,30,0,67.4,0,
2016-03-21,22:55:00,heat,heatOff,,Home,78,73,74.3,30,50.9,5,0,0,15,,74.3,30,1,67.4,0,
2016-03-21,23:00:00,heat,heatOff,,Home,78,73,74.2,30,49,5,0,0,285,,74.2,30,0,67.4,0,
2016-03-21,23:05:00,heat,heatOff,,Home,78,73,74.1,30,49,5,0,0,0,,74.1,30,0,67.4,0,
2016-03-21,23:10:00,heat,heatOff,,Home,78,73,74,30,49,5,0,0,0,,74,30,0,67.4,0,
2016-03-21,23:15:00,heat,heatOff,,Home,78,73,73.9,30,49,5,0,0,0,,73.9,30,0,67.4,0,
2016-03-21,23:20:00,heat,heatOff,,Home,78,73,73.8,30,49,5,0,0,0,,73.8,30,0,67.4,0,
2016-03-21,23:25:00,heat,heatOff,,Home,79.1,68.6,73.7,30,49,5,0,0,0,,73.7,30,0,67.4,0,
2016-03-21,23:30:00,heat,heatOff,,Sleep,80,65,73.6,30,47.5,5,0,0,0,,73.6,30,0,67.4,0,
2016-03-21,23:35:00,heat,heatOff,,Sleep,80,65,73.6,30,47.5,5,0,0,0,,73.6,30,0,67.4,0,
2016-03-21,23:40:00,heat,heatOff,,Sleep,80,65,73.5,30,47.5,5,0,0,0,,73.5,30,0,67.2,0,
2016-03-21,23:45:00,heat,heatOff,,Sleep,80,65,73.5,30,47.5,5,0,0,0,,73.5,30,0,67.2,0,
2016-03-21,23:50:00,heat,heatOff,,Sleep,80,65,73.5,30,47.5,5,0,0,0,,73.5,30,0,67.2,0,
2016-03-21,23:55:00,heat,heatOff,,Sleep,80,65,73.4,30,47.5,5,0,0,15,,73.4,30,0,67.2,0,
2016-03-22,00:00:00,heat,heatOff,,Sleep,80,65,73.3,30,47.9,5,0,0,285,,73.3,30,0,67.2,0,
2016-03-22,00:05:00,heat,heatOff,,Sleep,80,65,73.3,30,47.9,5,0,0,0,,73.3,30,0,67.2,0,
2016-03-22,00:10:00,heat,heatOff,,Sleep,80,65,73.2,30,47.9,5,0,0,0,,73.2,30,0,67.2,0,
2016-03-22,00:15:00,heat,heatOff,,Sleep,80,65,73.2,30,47.9,5,0,0,0,,73.2,30,1,67.2,0,
2016-03-22,00:20:00,heat,heatOff,,Sleep,80,65,73.2,31,47.9,5,0,0,0,,73.2,31,0,67.2,0,
2016-03-22,00:25:00,heat,heatOff,,Sleep,80,65,73.1,30,47.9,5,0,0,0,,73.1,30,0,67.2,0,
2016-03-22,00:30:00,heat,heatOff,,Sleep,80,65,73.1,30,46.8,8,0,0,0,,73.1,30,1,67,0,
2016-03-22,00:35:00,heat,heatOff,,Sleep,80,65,73,31,46.8,8,0,0,0,,73,31,1,67,0,
2016-03-22,00:40:00,heat,heatOff,,Sleep,80,65,73,31,46.8,8,0,0,0,,73,31,0,67,0,
2016-03-22,00:45:00,heat,heatOff,,Sleep,80,65,72.9,31,46.8,8,0,0,0,,72.9,31,0,67,0,
2016-03-22,00:50:00,heat,heatOff,,Sleep,80,65,72.9,31,46.8,8,0,0,0,,72.9,31,0,67,0,
2016-03-22,00:55:00,heat,heatOff,,Sleep,80,65,72.8,31,46.8,8,0,0,15,,72.8,31,0,66.8,0,
2016-03-22,01:00:00,heat,heatOff,,Sleep,80,65,72.7,32,46.6,7,0,0,285,,72.7,32,0,66.8,0,
2016-03-22,01:05:00,heat,heatOff,,Sleep,80,65,72.7,32,46.6,7,0,0,0,,72.7,32,0,66.8,0,
2016-03-22,01:10:00,heat,heatOff,,Sleep,80,65,72.6,32,46.6,7,0,0,0,,72.6,32,0,66.8,0,
2016-03-22,01:15:00,heat,heatOff,,Sleep,80,65,72.5,32,46.6,7,0,0,0,,72.5,32,0,66.8,0,
2016-03-22,01:20:00,heat,heatOff,,Sleep,80,65,72.4,32,46.6,7,0,0,0,,72.4,32,0,66.8,0,
2016-03-22,01:25:00,heat,heatOff,,Sleep,80,65,72.3,32,46.6,7,0,0,0,,72.3,32,0,66.8,0,
2016-03-22,01:30:00,heat,heatOff,,Sleep,80,65,72.2,32,46.8,1,0,0,0,,72.2,32,0,66.8,0,
2016-03-22,01:35:00,heat,heatOff,,Sleep,80,65,72.1,32,46.8,1,0,0,0,,72.1,32,0,66.8,0,
2016-03-22,01:40:00,heat,heatOff,,Sleep,80,65,72,32,46.8,1,0,0,0,,72,32,0,66.7,0,
2016-03-22,01:45:00,heat,heatOff,,Sleep,80,65,71.9,32,46.8,1,0,0,0,,71.9,32,0,66.7,0,
2016-03-22,01:50:00,heat,heatOff,,Sleep,80,65,71.8,32,46.8,1,0,0,0,,71.8,32,0,66.7,0,
2016-03-22,01:55:00,heat,heatOff,,Sleep,80,65,71.7,32,46.8,1,0,0,15,,71.7,32,0,66.7,0,
2016-03-22,02:00:00,heat,heatOff,,Sleep,80,65,71.6,32,45.7,0,0,0,285,,71.6,32,0,66.7,0,
2016-03-22,02:05:00,heat,heatOff,,Sleep,80,65,71.5,32,45.7,0,0,0,0,,71.5,32,0,66.7,0,
2016-03-22,02:10:00,heat,heatOff,,Sleep,80,65,71.4,32,45.7,0,0,0,0,,71.4,32,0,66.7,0,
2016-03-22,02:15:00,heat,heatOff,,Sleep,80,65,71.3,32,45.7,0,0,0,0,,71.3,32,0,66.6,0,
2016-03-22,02:20:00,heat,heatOff,,Sleep,80,65,71.2,32,45.7,0,0,0,0,,71.2,32,0,66.5,0,
2016-03-22,02:25:00,heat,heatOff,,Sleep,80,65,71.1,32,45.7,0,0,0,0,,71.1,32,0,66.5,0,
2016-03-22,02:30:00,heat,heatOff,,Sleep,80,65,71.1,32,47.4,12,0,0,0,,71.1,32,0,66.5,0,
2016-03-22,02:35:00,heat,heatOff,,Sleep,80,65,71,32,47.4,12,0,0,0,,71,32,0,66.5,0,
2016-03-22,02:40:00,heat,heatOff,,Sleep,80,65,70.9,32,47.4,12,0,0,0,,70.9,32,0,66.5,0,
2016-03-22,02:45:00,heat,heatOff,,Sleep,80,65,70.9,32,47.4,12,0,0,0,,70.9,32,0,66.5,0,
2016-03-22,02:50:00,heat,heatOff,,Sleep,80,65,70.8,32,47.4,12,0,0,0,,70.8,32,0,66.5,0,
2016-03-22,02:55:00,heat,heatOff,,Sleep,80,65,70.7,32,47.4,12,0,0,15,,70.7,32,0,66.4,0,
2016-03-22,03:00:00,heat,heatOff,,Sleep,80,65,70.6,32,46.8,11,0,0,285,,70.6,32,0,66.3,0,
2016-03-22,03:05:00,heat,heatOff,,Sleep,80,65,70.6,32,46.8,11,0,0,0,,70.6,32,0,66.3,0,
2016-03-22,03:10:00,heat,heatOff,,Sleep,80,65,70.5,32,46.8,11,0,0,0,,70.5,32,0,66.3,0,
2016-03-22,03:15:00,heat,heatOff,,Sleep,80,65,70.4,32,46.8,11,0,0,0,,70.4,32,0,66.3,0,
2016-03-22,03:20:00,heat,heatOff,,Sleep,80,65,70.3,32,46.8,11,0,0,0,,70.3,32,0,66.3,0,
2016-03-22,03:25:00,heat,heatOff,,Sleep,80,65,70.1,32,46.8,11,0,0,0,,70.1,32,0,66.3,0,
2016-03-22,03:30:00,heat,heatOff,,Sleep,80,65,70.1,32,47,10,0,0,0,,70.1,32,0,66.2,0,
2016-03-22,03:35:00,heat,heatOff,,Sleep,80,65,70,32,47,10,0,0,0,,70,32,0,66.1,0,
2016-03-22,03:40:00,heat,heatOff,,Sleep,80,65,70,32,47,10,0,0,0,,70,32,0,66.1,0,
2016-03-22,03:45:00,heat,heatOff,,Sleep,80,65,69.9,32,47,10,0,0,0,,69.9,32,0,66.1,0,
2016-03-22,03:50:00,heat,heatOff,,Sleep,80,65,69.9,32,47,10,0,0,0,,69.9,32,0,66.1,0,
2016-03-22,03:55:00,heat,heatOff,,Sleep,80,65,69.8,32,47,10,0,0,15,,69.8,32,0,66.1,0,
2016-03-22,04:00:00,heat,heatOff,,Sleep,80,65,69.6,32,47.2,10,0,0,285,,69.6,32,0,66.1,0,
2016-03-22,04:05:00,heat,heatOff,,Sleep,80,65,69.6,32,47.2,10,0,0,0,,69.6,32,0,65.9,0,
2016-03-22,04:10:00,heat,heatOff,,Sleep,80,65,69.5,32,47.2,10,0,0,0,,69.5,32,0,65.9,0,
2016-03-22,04:15:00,heat,heatOff,,Sleep,80,65,69.4,32,47.2,10,0,0,0,,69.4,32,0,65.9,0,
2016-03-22,04:20:00,heat,heatOff,,Sleep,80,65,69.4,32,47.2,10,0,0,0,,69.4,32,0,65.9,0,
2016-03-22,04:25:00,heat,heatOff,,Sleep,80,65,69.2,32,47.2,10,0,0,0,,69.2,32,0,65.9,0,
2016-03-22,04:30:00,heat,heatOff,,Sleep,80,65,69.2,32,46.3,7,0,0,0,,69.2,32,0,65.9,0,
2016-03-22,04:35:00,heat,heatOff,,Sleep,80,65,69.1,32,46.3,7,0,0,0,,69.1,32,0,65.8,0,
2016-03-22,04:40:00,heat,heatOff,,Sleep,80,65,69,32,46.3,7,0,0,0,,69,32,0,65.8,0,
2016-03-22,04:45:00,heat,heatOff,,Sleep,80,65,68.9,32,46.3,7,0,0,0,,68.9,32,0,65.8,0,
2016-03-22,04:50:00,heat,heatOff,,Sleep,80,65,68.8,32,46.3,7,0,0,0,,68.8,32,0,65.8,0,
2016-03-22,04:55:00,heat,heatOff,,Sleep,80,65,68.7,32,46.3,7,0,0,15,,68.7,32,0,65.8,0,
2016-03-22,05:00:00,heat,heatOff,,Sleep,80,65,68.6,32,47.2,7,0,0,285,,68.6,32,0,65.8,0,
2016-03-22,05:05:00,heat,heatOff,,Sleep,80,65,68.6,32,47.2,7,0,0,0,,68.6,32,0,65.6,0,
2016-03-22,05:10:00,heat,heatOff,,Sleep,80,65,68.6,32,47.2,7,0,0,0,,68.6,32,0,65.6,0,
2016-03-22,05:15:00,heat,heatOff,,Sleep,80,65,68.6,32,47.2,7,0,0,0,,68.6,32,0,65.6,0,
2016-03-22,05:20:00,heat,heatOff,,Sleep,80,65,68.5,32,47.2,7,0,0,0,,68.5,32,0,65.6,0,
2016-03-22,05:25:00,heat,heatOff,,Sleep,80,65,68.4,32,47.2,7,0,0,0,,68.4,32,0,65.6,0,
2016-03-22,05:30:00,heat,heatOff,,Sleep,80,65,68.4,32,46.9,9,0,0,0,,68.4,32,0,65.6,0,
2016-03-22,05:35:00,heat,heatOff,,Sleep,80,65,68.3,32,46.9,9,0,0,0,,68.3,32,0,65.4,0,
2016-03-22,05:40:00,heat,heatOff,,Sleep,80,65,68.2,32,46.9,9,0,0,0,,68.2,32,0,65.4,0,
2016-03-22,05:45:00,heat,heatOff,,Sleep,80,65,68.2,32,46.9,9,0,0,0,,68.2,32,0,65.4,0,
2016-03-22,05:50:00,heat,heatOff,,Sleep,80,65,68.1,32,46.9,9,0,0,0,,68.1,32,0,65.4,0,
